ID_LAT_LON_YEAR_WEEK,emission
ID_-23.53_27.47_2021_10,
ID_-23.53_27.47_2021_11,
ID_-23.53_27.47_2021_12,
ID_-23.53_27.47_2021_13,
ID_-23.53_27.47_2021_14,
ID_-23.53_27.47_2021_15,
ID_-23.53_27.47_2021_16,
ID_-23.53_27.47_2021_17,
ID_-23.53_27.47_2021_18,
ID_-23.53_27.47_2021_19,
ID_-23.53_27.47_2021_20,
ID_-23.53_27.47_2021_21,
ID_-23.53_27.47_2021_22,
ID_-23.53_27.47_2021_23,
ID_-23.53_27.47_2021_24,
ID_-23.53_27.47_2021_25,
ID_-23.53_27.47_2021_26,
ID_-23.53_27.47_2021_27,
ID_-23.53_27.47_2021_28,
ID_-23.53_27.47_2021_29,
ID_-23.53_27.47_2021_30,
ID_-23.53_27.47_2021_31,
ID_-23.53_27.47_2021_32,
ID_-23.53_27.47_2021_33,
ID_-23.53_27.47_2021_34,
ID_-23.53_27.47_2021_35,
ID_-23.53_27.47_2021_36,
ID_-23.53_27.47_2021_37,
ID_-23.53_27.47_2021_38,
ID_-23.53_27.47_2021_39,
ID_-23.53_27.47_2021_40,
ID_-23.53_27.47_2021_41,
ID_-23.53_27.47_2021_42,
ID_-23.53_27.47_2021_43,
ID_-23.53_27.47_2021_44,
ID_-23.53_27.47_2021_45,
ID_-23.53_27.47_2021_46,981.64026
ID_-23.53_27.47_2021_47,
ID_-23.53_27.47_2021_48,
ID_-23.53_27.47_2021_49,
ID_-23.53_27.47_2021_50,
ID_-23.53_27.47_2021_51,
ID_-23.53_27.47_2021_52,
ID_-23.53_27.47_2022_1,
ID_-23.53_27.47_2022_2,
ID_-23.53_27.47_2022_3,
ID_-23.53_27.47_2022_4,
ID_-23.53_27.47_2022_5,
ID_-23.53_27.47_2022_6,
ID_-23.53_27.47_2022_7,
ID_-23.53_27.47_2022_8,
ID_-23.53_27.47_2022_9,
ID_-23.53_27.47_2022_10,
ID_-23.53_27.47_2022_11,
ID_-23.53_27.47_2022_12,
ID_-23.53_27.47_2022_13,
ID_-23.53_27.47_2022_14,
ID_-23.53_27.47_2022_15,
ID_-23.53_27.47_2022_16,
ID_-23.53_27.47_2022_17,
ID_-23.53_27.47_2022_18,
ID_-23.53_27.47_2022_19,
ID_-23.53_27.47_2022_20,
ID_-23.53_27.47_2022_21,
ID_-23.53_27.47_2022_22,
ID_-23.53_27.47_2022_23,
ID_-23.53_27.47_2022_24,
ID_-23.53_27.47_2022_25,
ID_-23.53_27.47_2022_26,
ID_-23.53_27.47_2022_27,
ID_-23.53_27.47_2022_28,
ID_-23.53_27.47_2022_29,
ID_-23.53_27.47_2022_30,1198.1566
ID_-23.53_27.47_2022_31,1082.334
ID_-23.53_27.47_2022_32,1187.9565
ID_-23.53_27.47_2022_33,1129.6771
ID_-23.53_27.47_2022_34,1019.1715
ID_-23.53_27.47_2022_35,1163.8374
ID_-23.53_27.47_2022_36,1148.7241
ID_-23.53_27.47_2022_37,1161.6078
ID_-23.53_27.47_2022_38,989.0077
ID_-23.53_27.47_2022_39,1147.396
ID_-23.53_27.47_2022_40,1073.5267
ID_-23.53_27.47_2022_41,1119.4204
ID_-23.53_27.47_2022_42,965.15393
ID_-23.53_27.47_2022_43,1017.28973
ID_-23.53_27.47_2022_44,1034.6473
ID_-23.53_27.47_2022_45,1044.5
ID_-23.53_27.47_2022_46,1050.2726
ID_-23.53_27.47_2022_47,
ID_-23.53_27.47_2022_48,
ID_-23.53_27.47_2022_52,
ID_-23.53_27.57_2019_1,
ID_-23.53_27.57_2019_2,
ID_-23.53_27.57_2019_3,
ID_-23.53_27.57_2019_4,
ID_-23.53_27.57_2019_5,
ID_-23.53_27.57_2019_6,
ID_-23.53_27.57_2019_7,
ID_-23.53_27.57_2019_8,
ID_-23.53_27.57_2019_9,
ID_-23.53_27.57_2019_10,
ID_-23.53_27.57_2019_11,
ID_-23.53_27.57_2019_12,
ID_-23.53_27.57_2019_13,
ID_-23.53_27.57_2019_14,
ID_-23.53_27.57_2019_15,
ID_-23.53_27.57_2019_16,
ID_-23.53_27.57_2019_17,
ID_-23.53_27.57_2019_18,
ID_-23.53_27.57_2019_19,
ID_-23.53_27.57_2019_20,
ID_-23.53_27.57_2019_21,
ID_-23.53_27.57_2019_22,
ID_-23.53_27.57_2019_23,
ID_-23.53_27.57_2019_24,
ID_-23.53_27.57_2019_25,
ID_-23.53_27.57_2019_26,
ID_-23.53_27.57_2019_27,
ID_-23.53_27.57_2019_28,
ID_-23.53_27.57_2019_29,
ID_-23.53_27.57_2019_30,
ID_-23.53_27.57_2019_31,
ID_-23.53_27.57_2019_32,
ID_-23.53_27.57_2019_33,
ID_-23.53_27.57_2019_34,
ID_-23.53_27.57_2019_35,
ID_-23.53_27.57_2019_36,
ID_-23.53_27.57_2019_37,
ID_-23.53_27.57_2019_38,
ID_-23.53_27.57_2019_39,
ID_-23.53_27.57_2019_40,
ID_-23.53_27.57_2019_41,
ID_-23.53_27.57_2019_42,
ID_-23.53_27.57_2019_43,
ID_-23.53_27.57_2019_44,
ID_-23.53_27.57_2019_45,
ID_-23.53_27.57_2019_46,
ID_-23.53_27.57_2019_47,
ID_-23.53_27.57_2019_48,
ID_-23.53_27.57_2019_49,
ID_-23.53_27.57_2019_50,
ID_-23.53_27.57_2019_51,
ID_-23.53_27.57_2019_52,
ID_-23.53_27.57_2020_1,
ID_-23.53_27.57_2020_2,
ID_-23.53_27.57_2020_3,
ID_-23.53_27.57_2020_4,
ID_-23.53_27.57_2020_5,
ID_-23.53_27.57_2020_6,
ID_-23.53_27.57_2020_7,
ID_-23.53_27.57_2020_8,
ID_-23.53_27.57_2020_9,
ID_-23.53_27.57_2020_10,
ID_-23.53_27.57_2020_11,
ID_-23.53_27.57_2020_12,
ID_-23.53_27.57_2020_13,
ID_-23.53_27.57_2020_14,
ID_-23.53_27.57_2020_15,
ID_-23.53_27.57_2020_16,
ID_-23.53_27.57_2020_17,
ID_-23.53_27.57_2020_18,
ID_-23.53_27.57_2020_19,
ID_-23.53_27.57_2020_20,
ID_-23.53_27.57_2020_21,
ID_-23.53_27.57_2020_22,
ID_-23.53_27.57_2020_23,
ID_-23.53_27.57_2020_24,
ID_-23.53_27.57_2020_25,
ID_-23.53_27.57_2020_26,
ID_-23.53_27.57_2020_27,
ID_-23.53_27.57_2020_28,
ID_-23.53_27.57_2020_29,
ID_-23.53_27.57_2020_30,
ID_-23.53_27.57_2020_31,
ID_-23.53_27.57_2020_32,
ID_-23.53_27.57_2020_33,
ID_-23.53_27.57_2020_34,
ID_-23.53_27.57_2020_35,
ID_-23.53_27.57_2020_36,
ID_-23.53_27.57_2020_37,
ID_-23.53_27.57_2020_38,
ID_-23.53_27.57_2020_39,
ID_-23.53_27.57_2020_40,
ID_-23.53_27.57_2020_41,
ID_-23.53_27.57_2020_42,
ID_-23.53_27.57_2020_43,
ID_-23.53_27.57_2020_44,
ID_-23.53_27.57_2020_45,
ID_-23.53_27.57_2020_46,
ID_-23.53_27.57_2020_47,
ID_-23.53_27.57_2020_48,
ID_-23.53_27.57_2020_49,
ID_-23.53_27.57_2020_50,
ID_-23.53_27.57_2020_51,
ID_-23.53_27.57_2020_52,
ID_-23.53_27.57_2021_1,
ID_-23.53_27.57_2021_2,
ID_-23.53_27.57_2021_3,
ID_-23.53_27.57_2021_4,
ID_-23.53_27.57_2021_5,
ID_-23.53_27.57_2021_6,
ID_-23.53_27.57_2021_7,
ID_-23.53_27.57_2021_8,
ID_-23.53_27.57_2021_9,
ID_-23.53_27.57_2021_10,
ID_-23.53_27.57_2021_11,
ID_-23.53_27.57_2021_12,
ID_-23.53_27.57_2021_13,
ID_-23.53_27.57_2021_14,
ID_-23.53_27.57_2021_15,
ID_-23.53_27.57_2021_16,
ID_-23.53_27.57_2021_17,
ID_-23.53_27.57_2021_18,
ID_-23.53_27.57_2021_19,
ID_-23.53_27.57_2021_20,
ID_-23.53_27.57_2021_21,
ID_-23.53_27.57_2021_22,
ID_-23.53_27.57_2021_23,
ID_-23.53_27.57_2021_24,
ID_-23.53_27.57_2021_25,
ID_-23.53_27.57_2021_26,
ID_-23.53_27.57_2021_27,
ID_-23.53_27.57_2021_28,
ID_-23.53_27.57_2021_29,
ID_-23.53_27.57_2021_30,
ID_-23.53_27.57_2021_31,
ID_-23.53_27.57_2021_32,
ID_-23.53_27.57_2021_33,
ID_-23.53_27.57_2021_34,
ID_-23.53_27.57_2021_35,
ID_-23.53_27.57_2021_36,
ID_-23.53_27.57_2021_37,
ID_-23.53_27.57_2021_38,
ID_-23.53_27.57_2021_39,
ID_-23.53_27.57_2021_40,1103.5632
ID_-23.53_27.57_2021_41,924.71466
ID_-23.53_27.57_2021_42,
ID_-23.53_27.57_2021_43,
ID_-23.53_27.57_2021_44,
ID_-23.53_27.57_2021_45,
ID_-23.53_27.57_2021_46,
ID_-23.53_27.57_2021_47,
ID_-23.53_27.57_2021_48,
ID_-23.53_27.57_2021_49,
ID_-23.53_27.57_2021_50,
ID_-23.53_27.57_2021_51,
ID_-23.53_27.57_2021_52,
ID_-23.53_27.57_2022_1,
ID_-23.53_27.57_2022_2,
ID_-23.53_27.57_2022_3,
ID_-23.53_27.57_2022_4,
ID_-23.53_27.57_2022_5,
ID_-23.53_27.57_2022_6,
ID_-23.53_27.57_2022_7,
ID_-23.53_27.57_2022_8,
ID_-23.53_27.57_2022_9,
ID_-23.53_27.57_2022_10,
ID_-23.53_27.57_2022_11,
ID_-23.53_27.57_2022_12,
ID_-23.53_27.57_2022_13,
ID_-23.53_27.57_2022_14,
ID_-23.53_27.57_2022_15,
ID_-23.53_27.57_2022_16,
ID_-23.53_27.57_2022_17,
ID_-23.53_27.57_2022_18,
ID_-23.53_27.57_2022_19,
ID_-23.53_27.57_2022_20,
ID_-23.53_27.57_2022_21,
ID_-23.53_27.57_2022_22,
ID_-23.53_27.57_2022_23,
ID_-23.53_27.57_2022_24,
ID_-23.53_27.57_2022_25,
ID_-23.53_27.57_2022_26,
ID_-23.53_27.57_2022_27,
ID_-23.53_27.57_2022_28,
ID_-23.53_27.57_2022_29,
ID_-23.53_27.57_2022_30,1201.1273
ID_-23.53_27.57_2022_31,1052.5038
ID_-23.53_27.57_2022_32,
ID_-23.53_27.57_2022_33,1109.6707
ID_-23.53_27.57_2022_34,
ID_-23.53_27.57_2022_35,1124.0913
ID_-23.53_27.57_2022_36,1166.1836
ID_-23.53_27.57_2022_37,1125.2463
ID_-23.53_27.57_2022_38,1061.3923
ID_-23.53_27.57_2022_39,
ID_-23.53_27.57_2022_40,1070.4761
ID_-23.53_27.57_2022_41,1096.612
ID_-23.53_27.57_2022_42,933.8143
ID_-23.53_27.57_2022_43,947.4397
ID_-23.53_27.57_2022_44,1038.1683
ID_-23.53_27.57_2022_45,945.37225
ID_-23.53_27.57_2022_46,1043.8844
ID_-23.53_27.57_2022_47,
ID_-23.53_27.57_2022_48,
ID_-23.53_27.57_2022_52,
ID_-23.53_27.67_2019_1,
ID_-23.53_27.67_2019_2,
ID_-23.53_27.67_2019_3,
ID_-23.53_27.67_2019_4,
ID_-23.53_27.67_2019_5,
ID_-23.53_27.67_2019_6,
ID_-23.53_27.67_2019_7,
ID_-23.53_27.67_2019_8,
ID_-23.53_27.67_2019_9,
ID_-23.53_27.67_2019_10,
ID_-23.53_27.67_2019_11,
ID_-23.53_27.67_2019_12,
ID_-23.53_27.67_2019_13,
ID_-23.53_27.67_2019_14,
ID_-23.53_27.67_2019_15,
ID_-23.53_27.67_2019_16,
ID_-23.53_27.67_2019_17,
ID_-23.53_27.67_2019_18,
ID_-23.53_27.67_2019_19,
ID_-23.53_27.67_2019_20,
ID_-23.53_27.67_2019_21,
ID_-23.53_27.67_2019_22,
ID_-23.53_27.67_2019_23,
ID_-23.53_27.67_2019_24,
ID_-23.53_27.67_2019_25,
ID_-23.53_27.67_2019_26,
ID_-23.53_27.67_2019_27,
ID_-23.53_27.67_2019_28,
ID_-23.53_27.67_2019_29,
ID_-23.53_27.67_2019_30,
ID_-23.53_27.67_2019_31,
ID_-23.53_27.67_2019_32,
ID_-23.53_27.67_2019_33,
ID_-23.53_27.67_2019_34,
ID_-23.53_27.67_2019_35,
ID_-23.53_27.67_2019_36,
ID_-23.53_27.67_2019_37,
ID_-23.53_27.67_2019_38,
ID_-23.53_27.67_2019_39,
ID_-23.53_27.67_2019_40,
ID_-23.53_27.67_2019_41,
ID_-23.53_27.67_2019_42,
ID_-23.53_27.67_2019_43,
ID_-23.53_27.67_2019_44,
ID_-23.53_27.67_2019_45,
ID_-23.53_27.67_2019_46,
ID_-23.53_27.67_2019_47,
ID_-23.53_27.67_2019_48,
ID_-23.53_27.67_2019_49,
ID_-23.53_27.67_2019_50,
ID_-23.53_27.67_2019_51,
ID_-23.53_27.67_2019_52,
ID_-23.53_27.67_2020_1,
ID_-23.53_27.67_2020_2,
ID_-23.53_27.67_2020_3,
ID_-23.53_27.67_2020_4,
ID_-23.53_27.67_2020_5,
ID_-23.53_27.67_2020_6,
ID_-23.53_27.67_2020_7,
ID_-23.53_27.67_2020_8,
ID_-23.53_27.67_2020_9,
ID_-23.53_27.67_2020_10,
ID_-23.53_27.67_2020_11,
ID_-23.53_27.67_2020_12,
ID_-23.53_27.67_2020_13,
ID_-23.53_27.67_2020_14,
ID_-23.53_27.67_2020_15,
ID_-23.53_27.67_2020_16,
ID_-23.53_27.67_2020_17,
ID_-23.53_27.67_2020_18,
ID_-23.53_27.67_2020_19,
ID_-23.53_27.67_2020_20,
ID_-23.53_27.67_2020_21,
ID_-23.53_27.67_2020_22,
ID_-23.53_27.67_2020_23,
ID_-23.53_27.67_2020_24,
ID_-23.53_27.67_2020_25,
ID_-23.53_27.67_2020_26,
ID_-23.53_27.67_2020_27,
ID_-23.53_27.67_2020_28,
ID_-23.53_27.67_2020_29,
ID_-23.53_27.67_2020_30,
ID_-23.53_27.67_2020_31,
ID_-23.53_27.67_2020_32,
ID_-23.53_27.67_2020_33,
ID_-23.53_27.67_2020_34,
ID_-23.53_27.67_2020_35,
ID_-23.53_27.67_2020_36,
ID_-23.53_27.67_2020_37,
ID_-23.53_27.67_2020_38,
ID_-23.53_27.67_2020_39,
ID_-23.53_27.67_2020_40,
ID_-23.53_27.67_2020_41,
ID_-23.53_27.67_2020_42,
ID_-23.53_27.67_2020_43,
ID_-23.53_27.67_2020_44,
ID_-23.53_27.67_2020_45,
ID_-23.53_27.67_2020_46,
ID_-23.53_27.67_2020_47,
ID_-23.53_27.67_2020_48,
ID_-23.53_27.67_2020_49,
ID_-23.53_27.67_2020_50,
ID_-23.53_27.67_2020_51,
ID_-23.53_27.67_2020_52,
ID_-23.53_27.67_2021_1,
ID_-23.53_27.67_2021_2,
ID_-23.53_27.67_2021_3,
ID_-23.53_27.67_2021_4,
ID_-23.53_27.67_2021_5,
ID_-23.53_27.67_2021_6,
ID_-23.53_27.67_2021_7,
ID_-23.53_27.67_2021_8,
ID_-23.53_27.67_2021_9,
ID_-23.53_27.67_2021_10,
ID_-23.53_27.67_2021_11,
ID_-23.53_27.67_2021_12,
ID_-23.53_27.67_2021_13,
ID_-23.53_27.67_2021_14,
ID_-23.53_27.67_2021_15,
ID_-23.53_27.67_2021_16,
ID_-23.53_27.67_2021_17,
ID_-23.53_27.67_2021_18,
ID_-23.53_27.67_2021_19,
ID_-23.53_27.67_2021_20,
ID_-23.53_27.67_2021_21,
ID_-23.53_27.67_2021_22,
ID_-23.53_27.67_2021_23,
ID_-23.53_27.67_2021_24,
ID_-23.53_27.67_2021_25,
ID_-23.53_27.67_2021_26,
ID_-23.53_27.67_2021_27,
ID_-23.53_27.67_2021_28,
ID_-23.53_27.67_2021_29,
ID_-23.53_27.67_2021_30,
ID_-23.53_27.67_2021_31,
ID_-23.53_27.67_2021_32,
ID_-23.53_27.67_2021_33,
ID_-23.53_27.67_2021_34,
ID_-23.53_27.67_2021_35,
ID_-23.53_27.67_2021_36,
ID_-23.53_27.67_2021_37,
ID_-23.53_27.67_2021_38,
ID_-23.53_27.67_2021_39,
ID_-23.53_27.67_2021_40,
ID_-23.53_27.67_2021_41,
ID_-23.53_27.67_2021_42,
ID_-23.53_27.67_2021_43,
ID_-23.53_27.67_2021_44,
ID_-23.53_27.67_2021_45,
ID_-23.53_27.67_2021_46,
ID_-23.53_27.67_2021_47,
ID_-23.53_27.67_2021_48,
ID_-23.53_27.67_2021_49,
ID_-23.53_27.67_2021_50,
ID_-23.53_27.67_2021_51,
ID_-23.53_27.67_2021_52,
ID_-23.53_27.67_2022_1,
ID_-23.53_27.67_2022_2,
ID_-23.53_27.67_2022_3,
ID_-23.53_27.67_2022_4,
ID_-23.53_27.67_2022_5,
ID_-23.53_27.67_2022_6,
ID_-23.53_27.67_2022_7,
ID_-23.53_27.67_2022_8,
ID_-23.53_27.67_2022_9,
ID_-23.53_27.67_2022_10,
ID_-23.53_27.67_2022_11,
ID_-23.53_27.67_2022_12,
ID_-23.53_27.67_2022_13,
ID_-23.53_27.67_2022_14,
ID_-23.53_27.67_2022_15,
ID_-23.53_27.67_2022_16,
ID_-23.53_27.67_2022_17,
ID_-23.53_27.67_2022_18,
ID_-23.53_27.67_2022_19,
ID_-23.53_27.67_2022_20,
ID_-23.53_27.67_2022_21,
ID_-23.53_27.67_2022_22,
ID_-23.53_27.67_2022_23,
ID_-23.53_27.67_2022_24,
ID_-23.53_27.67_2022_25,
ID_-23.53_27.67_2022_26,
ID_-23.53_27.67_2022_27,
ID_-23.53_27.67_2022_28,
ID_-23.53_27.67_2022_29,
ID_-23.53_27.67_2022_30,1203.3689
ID_-23.53_27.67_2022_31,1063.2175
ID_-23.53_27.67_2022_32,1152.4275
ID_-23.53_27.67_2022_33,1112.3911
ID_-23.53_27.67_2022_34,986.8452
ID_-23.53_27.67_2022_35,1093.2534
ID_-23.53_27.67_2022_36,1152.9397
ID_-23.53_27.67_2022_37,1128.5544
ID_-23.53_27.67_2022_38,987.72375
ID_-23.53_27.67_2022_39,
ID_-23.53_27.67_2022_40,1101.7266
ID_-23.53_27.67_2022_41,1027.0706
ID_-23.53_27.67_2022_42,900.1587
ID_-23.53_27.67_2022_43,827.12573
ID_-23.53_27.67_2022_44,910.6131
ID_-23.53_27.67_2022_45,1015.6504
ID_-23.53_27.67_2022_46,980.23413
ID_-23.53_27.67_2022_47,
ID_-23.53_27.67_2022_48,
ID_-23.53_27.67_2022_52,
ID_-23.53_27.77_2019_1,
ID_-23.53_27.77_2019_2,
ID_-23.53_27.77_2019_3,
ID_-23.53_27.77_2019_4,
ID_-23.53_27.77_2019_5,
ID_-23.53_27.77_2019_6,
ID_-23.53_27.77_2019_7,
ID_-23.53_27.77_2019_8,
ID_-23.53_27.77_2019_9,
ID_-23.53_27.77_2019_10,
ID_-23.53_27.77_2019_11,
ID_-23.53_27.77_2019_12,
ID_-23.53_27.77_2019_13,
ID_-23.53_27.77_2019_14,
ID_-23.53_27.77_2019_15,
ID_-23.53_27.77_2019_16,
ID_-23.53_27.77_2019_17,
ID_-23.53_27.77_2019_18,
ID_-23.53_27.77_2019_19,
ID_-23.53_27.77_2019_20,
ID_-23.53_27.77_2019_21,
ID_-23.53_27.77_2019_22,
ID_-23.53_27.77_2019_23,
ID_-23.53_27.77_2019_24,
ID_-23.53_27.77_2019_25,
ID_-23.53_27.77_2019_26,
ID_-23.53_27.77_2019_27,
ID_-23.53_27.77_2019_28,
ID_-23.53_27.77_2019_29,
ID_-23.53_27.77_2019_30,
ID_-23.53_27.77_2019_31,
ID_-23.53_27.77_2019_32,
ID_-23.53_27.77_2019_33,
ID_-23.53_27.77_2019_34,
ID_-23.53_27.77_2019_35,
ID_-23.53_27.77_2019_36,
ID_-23.53_27.77_2019_37,
ID_-23.53_27.77_2019_38,
ID_-23.53_27.77_2019_39,
ID_-23.53_27.77_2019_40,
ID_-23.53_27.77_2019_41,
ID_-23.53_27.77_2019_42,
ID_-23.53_27.77_2019_43,
ID_-23.53_27.77_2019_44,
ID_-23.53_27.77_2019_45,
ID_-23.53_27.77_2019_46,
ID_-23.53_27.77_2019_47,
ID_-23.53_27.77_2019_48,
ID_-23.53_27.77_2019_49,
ID_-23.53_27.77_2019_50,
ID_-23.53_27.77_2019_51,
ID_-23.53_27.77_2019_52,
ID_-23.53_27.77_2020_1,
ID_-23.53_27.77_2020_2,
ID_-23.53_27.77_2020_3,
ID_-23.53_27.77_2020_4,
ID_-23.53_27.77_2020_5,
ID_-23.53_27.77_2020_6,
ID_-23.53_27.77_2020_7,
ID_-23.53_27.77_2020_8,
ID_-23.53_27.77_2020_9,
ID_-23.53_27.77_2020_10,
ID_-23.53_27.77_2020_11,
ID_-23.53_27.77_2020_12,
ID_-23.53_27.77_2020_13,
ID_-23.53_27.77_2020_14,
ID_-23.53_27.77_2020_15,
ID_-23.53_27.77_2020_16,
ID_-23.53_27.77_2020_17,
ID_-23.53_27.77_2020_18,
ID_-23.53_27.77_2020_19,
ID_-23.53_27.77_2020_20,
ID_-23.53_27.77_2020_21,
ID_-23.53_27.77_2020_22,
ID_-23.53_27.77_2020_23,
ID_-23.53_27.77_2020_24,
ID_-23.53_27.77_2020_25,
ID_-23.53_27.77_2020_26,
ID_-23.53_27.77_2020_27,
ID_-23.53_27.77_2020_28,
ID_-23.53_27.77_2020_29,
ID_-23.53_27.77_2020_30,
ID_-23.53_27.77_2020_31,
ID_-23.53_27.77_2020_32,
ID_-23.53_27.77_2020_33,
ID_-23.53_27.77_2020_34,
ID_-23.53_27.77_2020_35,
ID_-23.53_27.77_2020_36,
ID_-23.53_27.77_2020_37,
ID_-23.53_27.77_2020_38,
ID_-23.53_27.77_2020_39,
ID_-23.53_27.77_2020_40,
ID_-23.53_27.77_2020_41,
ID_-23.53_27.77_2020_42,
ID_-23.53_27.77_2020_43,
ID_-23.53_27.77_2020_44,
ID_-23.53_27.77_2020_45,
ID_-23.53_27.77_2020_46,
ID_-23.53_27.77_2020_47,
ID_-23.53_27.77_2020_48,
ID_-23.53_27.77_2020_49,
ID_-23.53_27.77_2020_50,
ID_-23.53_27.77_2020_51,
ID_-23.53_27.77_2020_52,
ID_-23.53_27.77_2021_1,
ID_-23.53_27.77_2021_2,
ID_-23.53_27.77_2021_3,
ID_-23.53_27.77_2021_4,
ID_-23.53_27.77_2021_5,
ID_-23.53_27.77_2021_6,
ID_-23.53_27.77_2021_7,
ID_-23.53_27.77_2021_8,
ID_-23.53_27.77_2021_9,
ID_-23.53_27.77_2021_10,
ID_-23.53_27.77_2021_11,
ID_-23.53_27.77_2021_12,
ID_-23.53_27.77_2021_13,
ID_-23.53_27.77_2021_14,
ID_-23.53_27.77_2021_15,
ID_-23.53_27.77_2021_16,
ID_-23.53_27.77_2021_17,
ID_-23.53_27.77_2021_18,
ID_-23.53_27.77_2021_19,
ID_-23.53_27.77_2021_20,
ID_-23.53_27.77_2021_21,
ID_-23.53_27.77_2021_22,
ID_-23.53_27.77_2021_23,
ID_-23.53_27.77_2021_24,
ID_-23.53_27.77_2021_25,
ID_-23.53_27.77_2021_26,
ID_-23.53_27.77_2021_27,
ID_-23.53_27.77_2021_28,
ID_-23.53_27.77_2021_29,
ID_-23.53_27.77_2021_30,
ID_-23.53_27.77_2021_31,
ID_-23.53_27.77_2021_32,
ID_-23.53_27.77_2021_33,
ID_-23.53_27.77_2021_34,
ID_-23.53_27.77_2021_35,
ID_-23.53_27.77_2021_36,
ID_-23.53_27.77_2021_37,
ID_-23.53_27.77_2021_38,
ID_-23.53_27.77_2021_39,
ID_-23.53_27.77_2021_40,
ID_-23.53_27.77_2021_41,
ID_-23.53_27.77_2021_42,
ID_-23.53_27.77_2021_43,
